id	title	shortDescription	cpvs	AwCritLacksIndicator	AwCritMethodMissingIndicator	AwCritPaymentDeadlineCondIndicator	ContrDescCartellingIndicator	CountOfInvOpsNoCondIndicator	DeadlineIsTightIndicator	DurationLongOrIndefiniteIndicator	FinAbEquityCondIndicator	FinAbMissingMinCondIndicator	FinAbRevenueCondExceedEstimValIndicator	FinAbRevenueCondManyYearsIndicator	FwAgFewParticipantsIndicator	FwAgHighEstimatedValueIndicator	FwAgLongDurationIndicator	FwAgOneParticipantIndicator	HighEstimatedValueIndicator	OfferGuaranteeIsHighIndicator	OpeningDateDiffersFromDeadlineIndicator	PersSitMissingCondIndicator	ProcTypeAcceleratedIndicator	ProcTypeNegotiatedNoJustificationIndicator	RenewalOfContractIndicator	TechCapEURefCondIndicator	TechCapExpertsExpCondManyYearsIndicator	TechCapGeoCondIndicator	TechCapMissingMinCondIndicator	TechCapRefCondExceedEstimValIndicator	TechCapRefCondManyYearsIndicator	TechCapSingleContractRefCondIndicator
1171-2020	Hidegélelmiszer és főzési alapanyag beszerzése. Hivatkozási szám: EKR001603552019	Hidegélelmiszer és főzési alapanyag beszerzése a Kőbányai Egyesített Bölcsődék részére a közbeszerzési dokumentumokban részletesen meghatározottak szerint. 1. rész: Mirelit áru: 59 996,85 kg. 2. rész: Gyümölcslé sűrítmény: 2 621,07 liter. 3. rész: Hús: 56 074,20 kg. 4. rész: Húskészítmény: 12 379,47 kg. 5. rész: Tej, tejtermék: 13 129,58 db, 4 299,76 doboz, 27 217,74 kg, 165 823,03 liter. 6. rész: Zöldség, gyümölcs, tojás: 194 831,75 db, 142,42 doboz, 280 147,98 kg. A fenti mennyiségek 2023. március 31-ig értendőek. A közbeszerzés valamennyi része esetében legfeljebb +30 %-os mennyiségi eltérés lehetséges (opció). A részletes specifikációt és termékenkénti mennyiséget, kiszerelést a közbeszerzési dokumentumok excel formátumú „szakmai leírás és árazatlan költségvetési kiírás“ megnevezésű melléklete tartalmazza, tekintettel arra, hogy a beszerzendő termékek többfélesége és nagy száma miatt a részletes szakmai specifikációt az ajánlatkérő nem tudja a felhívás részeként közzétenni.	15100000|15110000|15111100|15113000|15131400|15131700|15220000|15311000|15321800|15331100|15331130|15331140|15331400|15331480|15500000|15511000|15540000|15550000|15551000|15800000|15896000|3220000|3222110|3222300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117391-2015	Vállalkozási keretszerződés alapján „A Széchenyi Gyógyfürdő és Uszoda gépészeti korszerűsítése”.	Vállalkozási keretszerződés alapján „A Széchenyi Gyógyfürdő és Uszoda gépészeti korszerűsítése”.	45350000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117419-2018	"A BKK Zrt. és a BKV Zrt. valamint a konszolidációjukba teljes körűen bevont gazdasági társaságok állandó könyvvizsgálói szolgáltatásának beszerzése"	Megbízási szerződés "A BKK Zrt. és a BKV Zrt. valamint a konszolidációjukba teljes körűen bevont gazdasági társaságok állandó könyvvizsgálói szolgáltatásának beszerzése".	79212000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117424-2018	A Debreceni Nemzetközi Repülőtér technikai fejlesztése projekt tervezési feladatainak ellátása.	A Debreceni Nemzetközi Repülőtér technikai fejlesztése projekt tervezési feladatainak ellátása.	71320000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117426-2018	Az örökségvédelem alatt álló pécsi székesegyház belső falfestéseinek restaurálása	Az örökségvédelem alatt álló pécsi székesegyház belső falfestéseinek restaurálása.	92522200	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117431-2018	Teljes körű bérszámfejtési, humánpolitikai és személyügyi nyilvántartási szoftver, és az ahhoz kapcsolódó bevezetési és támogató szolgáltatások beszerzése Hivatkozási szám: K1870	Teljes körű bérszámfejtési, humánpolitikai és személyügyi nyilvántartási szoftver, és az ahhoz kapcsolódó bevezetési és támogató szolgáltatások beszerzése, a meglévő aktív és archív adatok átvitele a bevezetendő rendszerbe. A beszerzendő, bevezetésre váró rendszernek kommunikálnia kell a már meglévő pénzügyi, illetve műszaki rendszereinkkel. Egyidejű felhasználó >150 Kezelt dolgozói létszám: 3 500 fő.	79211110	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117512-2019	Élelmiszer alapanyagok beszállítása a főzőkonyha részére Hivatkozási szám: EKR000115122019	I. ajánlati rész 15810000-9 Kenyér, frisspéksütemények és cukr.s. II. ajánlati rész 15850000-1 Tésztafélék III. ajánlati rész 15890000-3 Máshová nem sorolt különféle élelmiszerek és szárazáruk IV. ajánlati rész 15880000-0 Különleges élelmiszerek V. ajánlati rész 03220000-9 Zöldségek, gyümölcsök és tojás	15000000|15811000|15811100|15811200|15811300|15812000|15851100|15880000|15890000|3142500|3212100|3220000|3221100|3221111|3221112|3221113|3221120|3221230|3221240|3221250|3221260|3221270|3221400|3222111|3222118|3222220|3222240|3222321|3222322|3222334|3222341	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117540-2019	Kohorsz adatgyűjtés EFOP1.9.4-VEKOP-16-2016-00001 Hivatkozási szám: EKR000246172019	Magyar Születési Kohorszvizsgálat adatfelvételének komplex adatgyűjtési feladatainak ellátása az EFOP 1.9.4-VEKOP-16-2016-00001 azonosítószámú projekt keretében	79311000	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117604-2020	Fertő tavi vizitelep komplex fejlesztése II Hivatkozási szám: EKR000177762020	Vállalkozási szerződés melyben a Fertő- tavi Vízitelep komplex fejlesztése során vízjogi létesítési engedélyes munkái keretében kotrási és tereprendezési munkák, partfal kialakítások, Rákos patak érintett szakaszának átalakítása, úszóműves vitorlás kikötők, csónakkikötő kialakítása, járathajó kikötőrész kialakítása, Fertő-tó nyílt víz felöli terület kialakítása, Nyugati csatorna kialakítása, víziközmű építési munkák elvégzése a feladat, a közbeszerzési dokumentumokban foglaltak, valamint a közbeszerzési dokumentumok részeként kiadott vízjogi létesítési engedélyek, valamint a bontási és kiviteli tervdokumentáció szerint.	45111230|45111290|45111291|45112300|45112310|45112400|45112500|45232100|45232420|45240000|45241000|45241300|45243000|45243400|45246100|45247000|45247212|45247230	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11768-2019	Iratkezelési szolgáltatások ellátása Hivatkozási szám: EKR001026902018	Megbízási szerződés iratkezelési szolgáltatások ellátására	79560000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11769-2019	Aszfaltanyagok szállítása ÉA és KD régiókban Hivatkozási szám: EKR001116052018	Ömlesztett/szóródó/melegaszfalt anyagok szállítása vállalkozási szerződés keretében	60100000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117877-2017	Az éghajlatváltozás magyarországi hatásainak feltérképezése regionális klímamodell-szimulációk elvégzésével és reprezentatív éghajlati adatbázis fejlesztésével KEHOP-1.1.0-15-2015-00001 azonosítószámú.	Nagy számítási kapacitású (min. 14 Tflops) szerver és a hozzá kapcsolódó diszk alrendszer (storage) beszerzése.	48820000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117890-2017	Élelmiszer alapanyagok beszerzése GESZ Keszthely részére.	Adásvételi szerződés különféle élelmiszerek beszerzése a GESZ Keszthely részére, 24 hónap időtartamban, az alábbi 12 ajánlati részre bontva: 1. rész: Alap pékáru 18 tétel, 20 470 kg., 668 960 l. 2. rész: Péksütemény 31 tétel, 206 190 db., 140 kg. 3. rész: Fűszért áru 182 tétel, 224 444 db., 99 898 kg., 38 140 l. 4. rész: Tej, tejtermék 28 tétel, 201 620 db., 20 760 kg., 66 560 l., 3 060 dob. 5. rész: Mirelit áru 37 tétel, 57 075 kg. 6. rész: Baromfiáru 11 tétel, 22 100 kg. 7. rész: Marhahús 3 tétel, 5 865 kg. 8. rész: Sertéshús 8 tétel, 42 580 kg. 9. rész: Felvágottak húskészítmények 38 tétel, 4 670 db., 20 860 kg. 10. rész: Tojás 1 tétel, 145 860 db. 11. rész: Friss zóldség gyümölcs 48 tétel, 3 510 db., 16 1545 kg., 11 420 csom. 12. rész: Burgonya 1 tétel 61 750 kg. Részletesebb mennyiségi kiírást a közbeszerzési dokumentáció tartalmazza. A megadott mennyiségektől az ajánlatkérő + 30 %-kal eltérhet a megrendelés során.	15000000|15111000|15112000|15113000|15130000|15500000|15800000|15810000|15896000|3110000|3142500|3212100	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117908-2017	Adásvételi szerződés alapján a 14/2012. (VI. 8.) NFM utasítás 7. kategóriájának megfelelő 8 darab Felső-közép kategóriás személygépjárművek beszerzése a Nemzeti Szakértői és Kutató Központ részére.	Adásvételi szerződés alapján a 14/2012. (VI. 8.) NFM utasítás 7. kategóriájának megfelelő 8 darab Felső-közép kategóriás személygépjárművek beszerzése a Nemzeti Szakértői és Kutató Központ részére.	34110000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117912-2017	Általános és speciális informatikai eszközök beszerzése.	1. rész Adásvételi keretszerződés „Speciális informatikai eszközök beszerzése” tárgyában. 2. rész Adásvételi keretszerződés „Általános informatikai eszközök beszerzése” tárgyában.	30200000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117969-2016	Vállalkozási-építési szerződés „Szeged-Algyő” Ivóvízminőség-javító projekt II. fázisához kapcsolódó építési és próbaüzemi munkák tárgyában. Hivatkozási szám: 3/Ny/2016/Szeged-Algyő	Vállalkozási-építési szerződés „Szeged-Algyő” Ivóvízminőség-javító projekt II. fázisához kapcsolódó építési és próbaüzemi munkák tárgyában.	45232430|45252126	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
117993-2016	Adásvételi szerződés oltóanyagok beszerzésére. Hivatkozási szám: KKF 2205-7/2016	Adásvételi szerződés a kötelező védőoltási rendbe tartozó oltóanyagok beszerzésére.	33651600|33651610|33651660|33651680	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118001-2020	ELTE - földgáz energia Hivatkozási szám: EKR000131432020	Földgáz energia szállítása az ajánlatkérő részére a 2020.10.1. 06:00 CET – 2021.10.1. 06:00 CET és 2021.10.1. 06:00 CET – 2022.10.1. 06:00 CET közötti időszakra vonatkozóan, teljes ellátás alapú földgáz energia kereskedelmi szerződés keretében.	9123000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118005-2020	ELTE - villamos energia Hivatkozási szám: EKR000130882020	Általános felhasználású villamos energia értékesítése a 2021.1.1 00:00 CET – 2021.12.31. 24:00 CET és 2022.1.1 00:00 CET – 2022.12.31 CET közötti időszakban teljes ellátás alapú villamos energia kereskedelmi szerződés keretében.	9310000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118009-2020	FT-1252/DPC/19-Apheresis szer. kész. kihelyezéssel Hivatkozási szám: EKR000019912020	Adás-vételi szerződés keretében Ajánlatkérő az Intézmény részére 24 hónapra szükséges, a saját tulajdonában lévő készülékekhez szükséges Apheresis szerelékeket kívánja megvásárolni 4 db apheresis készülék használatba adásával együtt. Új vagy legfeljebb 6 éves készülék helyezhető ki.	33141500	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118012-2020	Asztali PC-k, monitorok, notebookok beszerzése - 2. rész Hivatkozási szám: EKR000221412020	A Fővárosi Vízművek Zrt., mint ajánlatkérő ajánlatot kér „Adásvételi szerződés asztali számítógépek és monitorok, valamint Notebookok szállítására a Fővárosi Vízművek Zrt. részére” tárgyú közösségi eljárásrendben indított nyílt közbeszerzési eljárásban. Ajánlatkérő jelen közbeszerzési dokumentációt és mellékleteit (továbbiakban: dokumentáció) a közbeszerzésekről szóló 2015. évi CXLIII. tv. (a továbbiakban: Kbt.) 57. §-a alapján, figyelemmel az elektronikus közbeszerzés részletes szabályairól szóló 424/2017. (XII. 19.) Korm. rendeletben (a továbbiakban: EKR rendelet) foglaltakra bocsátja ajánlattevők rendelkezésére. A közbeszerzési eljárás kettő részből áll. Az ajánlatkérő a részajánlattétel lehetőségét az alábbiak szerint biztosítja az ajánlattevők számára: 1. rész: Adásvételi szerződés asztali számítógépek és monitorok szállítására a Fővárosi Vízművek Zrt. részére 2. rész: Adásvételi szerződés Notebookok szállítására a Fővárosi Vízművek Zrt. részére	30200000|30213100|30213300	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118013-2020	13/OVSz/2019 „Vágópenge beszerzése” Hivatkozási szám: EKR001532252019	Az ajánlatkérő tulajdonában álló és alkalmazott SC-201 AH és SC-203 AH típusú TSCD (gyártó: Terumo BCT, Inc., 10811 West Collins Avenue, Lakewood, Colorado, 80215 USA) csőszakaszokat sterilen egyesítő készülékekkel kompatibilis vágópengék beszerzése	33141000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118047-2015	Kötszer beszerzése határidős adásvételi szerződés keretében.	Kötszer beszerzése határidős adásvételi szerződés keretében.	33141100|33141110|33141113	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118049-2013	Vállalkozási szerződés az M4 autópálya Abony-Fegyvernek I. építési szakasz (96+055-109+460 km sz.) kivitelezési munkáinak elvégzése és a kiegészítő tervezési feladatok elvégzése- különös tekintettel a Zagyva folyó feletti híd kiviteli terveire és a 32. sz. főút csomópontjában megvalósítandó komplex pihenő terveire - tárgyában.	Vállalkozási szerződés az M4 autópálya Abony-Fegyvernek I. építési szakasz (96+055-109+460 km sz.) kivitelezési munkáinak elvégzése és a kiegészítő tervezési feladatok elvégzése- különös tekintettel a Zagyva folyó feletti híd kiviteli terveire és a 32. sz. főút csomópontjában megvalósítandó komplex pihenő terveire - tárgyában.	45233110|45233144|45233210|45233310|71320000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11808-2017	Budapest V. Kálmán Imre utca 20. szám alatti ingatlan oktatási intézmény szerinti funkciójának kialakítása II. ütem kivitelezésével kapcs. beruházás lebonyolítói, projektmenedzseri feladatok.	Megbízási szerződés Budapest, V. Kálmán Imre utca 20. szám alatt, 24842. helyrajzi számon található ingatlan oktatási intézmény és a tervezési program szerinti funkciójának kialakítását szolgáló teljes körű átalakítási munkái II. ütemének kivitelezésével kapcsolatos beruházás lebonyolítói, projektmenedzseri feladatok ellátására. Részajánlattétel kizárásának indokolása: A szolgáltatás lényege, hogy a megbízott szakcég szakemberei lebonyolítóként segítik Ajánlatkérőt a projekt megvalósításában olyan szakértelmet biztosítva, amely nem áll Ajánlatkérő rendelkezésére. A szolgáltatás természete nem teszi lehetővé annak részekre bontását, részajánlattételi lehetőség biztosítását. Ajánlati biztosíték befizetésének helye: Pallas Athéné Domus Scientie Alapítvány. Ajánlatkérő számlaszáma: 10300002-10620737-49020012. A befizetés igazolási módja: a befizetést igazoló okirat benyújtása.	71248000|72224000|79421000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118119-2018	Intézményi és szünidei gyermekétkeztetés biztosítása Debrecen Megyei Jogú Város közigazgatási területén működő nevelési és közoktatási intézményekben	Intézményi és szünidei gyermekétkeztetés biztosítása Debrecen Megyei Jogú Város közigazgatási területén működő nevelési és közoktatási intézményekben – vállalkozási szerződés.	55520000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11813-2017	A Magyar Államkincstár felvonó és emelő berendezéseinek üzemeltetése, karbantartása és javítása 3 évre.	A Magyar Államkincstár felvonó és emelő berendezéseinek üzemeltetése, karbantartása és javítása 3 évre a dokumentációban részletezettek szerint.	50000000|50750000	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118148-2015	Adásvételi szerződés 2015. évi oltóanyagok beszerzése.	Adásvételi szerződés a kötelező védőoltási rendbe tartozó oltóanyagok beszerzésére, 2015. évre.	33651600|33651660|33651680	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118151-2013	Élelmiszerek beszerzése - szállítási szerződés.	A közbeszerzési eljárás keretében az ajánlatkérő a szükséges élelmiszerek beszerzését kívánja biztosítani szállítási szerződés(ek)keretében.	15000000|15110000|15131500|15220000|15300000|15330000|15331100|15331400|15400000|15500000|15512000|15612000|15810000|15821000|15821200|15830000|15831600|15850000|15870000|15893000|15930000|15980000|15981000|15982000|22000000|3142500	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
118226-2020	Elektromos meghajtású hulladékgyűjtők beszerzése Hivatkozási szám: EKR000028512020	4 db elektromos meghajtású hulladékgyűjtők beszerzése, azaz 3 db 18 tonnás, 2 tengelyes 4+2, elektromos meghajtású hulladékgyűjtő jármű, és 1 db 26 tonnás, 3 tengelyes 6+2, elektromos meghajtású hulladékgyűjtő jármű beszerzése. Adásvételi szerződés keretében 3 db 18 tonnás jármű, 1 db 26 tonnás jármű beszerzése, valamint ezen 4 db gépjárműhöz kapcsolódó 4 db töltőállomás, és a hozzá kapcsolódó elektromos hálózat kialakítása. Részletesen a KD részét képező műszaki leírás, és a szerződéstervezet tartalmazza. A felhívásban, valamint a dokumentumokban szereplő meghatározott gyártmányra, eredetre, típusra történő hivatkozás csak a közbeszerzés tárgyának egyértelmű és közérthető meghatározása érdekében történt. Ajánlatkérő a 321/2015. (X.30.) Korm. rendelet 46. § (3) bekezdése alapján azzal mindenben egyenértékű terméket elfogad.	34144510|34144511	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
